base_family_key,word_key,member_role,child_friendly_meaning,word_sum,morphology_parts,morphology_joins,transformation_notes,dictation_sentence,dictation_target_token_index,audio_text,assignment_eligible,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at
hop_base_family,hopped_en_gb,authentic_target,jumped on one foot earlier,hop + ed → hopped,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hop"",""surfaceText"":""hop"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ped"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final consonant is doubled before the ending is added.,Please spell hopped.,2,Please spell hopped.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_base_family,hope_en_gb,base,to want something good to happen,hope,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hope"",""surfaceText"":""hope"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell hope.,2,Please spell hope.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_base_family,hoped_en_gb,authentic_target,wanted something good to happen earlier,hope + d → hoped,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hope"",""surfaceText"":""hope"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""d"",""surfaceText"":""d"",""gloss"":"""",""displayRange"":{""start"":4,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell hoped.,2,Please spell hoped.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_base_family,hopeful_en_gb,authentic_target,full of hope that something good may happen,hope + ful → hopeful,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hope"",""surfaceText"":""hope"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ful"",""surfaceText"":""ful"",""gloss"":"""",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell hopeful.,2,Please spell hopeful.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_base_family,hopeless_en_gb,transfer,without hope of a good result,hope + less → hopeless,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hope"",""surfaceText"":""hope"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""less"",""surfaceText"":""less"",""gloss"":"""",""displayRange"":{""start"":4,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell hopeless.,2,Please spell hopeless.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hope_base_family,hoping_en_gb,transfer,wanting something good to happen right now,hope + ing → hoping,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hope"",""surfaceText"":""hop"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ing"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final e is dropped before the ending is added.,Please spell hoping.,2,Please spell hoping.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hot_base_family,hot_en_gb,base,having a high temperature,hot,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hot"",""surfaceText"":""hot"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell hot.,2,Please spell hot.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hot_base_family,hotter_en_gb,authentic_target,having a higher temperature,hot + er → hotter,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hot"",""surfaceText"":""hot"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""er"",""surfaceText"":""ter"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final consonant is doubled before the ending is added.,Please spell hotter.,2,Please spell hotter.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
hot_base_family,hottest_en_gb,authentic_target,having the highest temperature,hot + est → hottest,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""hot"",""surfaceText"":""hot"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""est"",""surfaceText"":""test"",""gloss"":"""",""displayRange"":{""start"":3,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final consonant is doubled before the ending is added.,Please spell hottest.,2,Please spell hottest.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
inform_base_family,inform_en_gb,base,to tell someone facts or news,inform,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""inform"",""surfaceText"":""inform"",""gloss"":"""",""displayRange"":{""start"":0,""end"":6},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell inform.,2,Please spell inform.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
inform_base_family,information_en_gb,authentic_target,facts that tell you about something,inform + ation → information,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""inform"",""surfaceText"":""inform"",""gloss"":"""",""displayRange"":{""start"":0,""end"":6},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ation"",""surfaceText"":""ation"",""gloss"":"""",""displayRange"":{""start"":6,""end"":11},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":6,""end"":6}}]",The spelling of the base is kept in the longer word.,Please spell information.,2,Please spell information.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
joy_base_family,enjoy_en_gb,authentic_target,to take pleasure in something,en + joy → enjoy,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""en"",""surfaceText"":""en"",""gloss"":"""",""displayRange"":{""start"":0,""end"":2},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""joy"",""surfaceText"":""joy"",""gloss"":"""",""displayRange"":{""start"":2,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":2,""end"":2}}]",The spelling of the base is kept in the longer word.,Please spell enjoy.,2,Please spell enjoy.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
joy_base_family,enjoyable_en_gb,authentic_target,pleasant and fun,en + joy + able → enjoyable,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""en"",""surfaceText"":""en"",""gloss"":"""",""displayRange"":{""start"":0,""end"":2},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""joy"",""surfaceText"":""joy"",""gloss"":"""",""displayRange"":{""start"":2,""end"":5},""source"":{""morphemesJsonIndex"":1}},{""id"":""part_3"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""able"",""surfaceText"":""able"",""gloss"":"""",""displayRange"":{""start"":5,""end"":9},""source"":{""morphemesJsonIndex"":2}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":2,""end"":2}},{""afterPartId"":""part_2"",""beforePartId"":""part_3"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell enjoyable.,2,Please spell enjoyable.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
joy_base_family,enjoyment_en_gb,transfer,the feeling of enjoying something,en + joy + ment → enjoyment,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""en"",""surfaceText"":""en"",""gloss"":"""",""displayRange"":{""start"":0,""end"":2},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""joy"",""surfaceText"":""joy"",""gloss"":"""",""displayRange"":{""start"":2,""end"":5},""source"":{""morphemesJsonIndex"":1}},{""id"":""part_3"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ment"",""surfaceText"":""ment"",""gloss"":"""",""displayRange"":{""start"":5,""end"":9},""source"":{""morphemesJsonIndex"":2}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":2,""end"":2}},{""afterPartId"":""part_2"",""beforePartId"":""part_3"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell enjoyment.,2,Please spell enjoyment.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
