word_key,selected_source,selection_reason,before_syllables,after_syllables,before_phoneme_hint,after_phoneme_hint,before_stress_pattern,after_stress_pattern,before_has_schwa,after_has_schwa,before_grapheme_notes,after_grapheme_notes,before_morphemes,after_morphemes,before_morphology_notes,after_morphology_notes,before_irregularity_notes,after_irregularity_notes,before_source_name,after_source_name,before_confidence,after_confidence,before_review_status,after_review_status,morphology_changed
graphic_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ɡɹˈæfɪk/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
grass_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈɑːs/,,primary,,FALSE,,,,,,,final ss after short vowel,final ss after short vowel,Common misspellings seed v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
great_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈeɪt/,,primary,,FALSE,,,,,,,long ai with ea,long ai with ea,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
green_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈiːn/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
grey_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈeɪ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
group_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈuːp/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
grow_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈəʊ/,,primary,,TRUE,,,,,,,final ow,final ow,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
grown_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ɡɹˈəʊn/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
gym_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/dʒˈɪm/,,primary,,FALSE,,,,,,,soft g before y,soft g before y,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
half_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɑːf/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hand_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈænd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
handle_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈændəl/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
happiness_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/hˈæpɪnəs/,,primary-unstressed-unstressed,,TRUE,,,,,,,suffix ness,suffix ness,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
happy_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈæpi/,,primary-unstressed,,FALSE,,,,,,,medial doubled consonant,medial doubled consonant,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
happier_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈæpɪɐ/,,primary-unstressed,,TRUE,,,happy + er,happy + er,Change final consonant + y to i before -er: happy -> happier.,Change final consonant + y to i before -er: happy -> happier.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hard_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɑːd/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
has_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈæz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
have_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,HH AE1 V,,primary,,FALSE,,,,,,,final ve,final ve,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
he_d_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,HH IY1 D,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
he_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,HH IY1,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
heal_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈiːl/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
health_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɛlθ/,,primary,,FALSE,,,heal + th,heal + th,Word family heal/health; spelling shows the related base while pronunciation changes.,Word family heal/health; spelling shows the related base while pronunciation changes.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hear_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈiə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
heir_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈeə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
help_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɛlp/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
helpful_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈɛlpfəl/,,primary-unstressed,,TRUE,,,,,,,preserve base before suffix,preserve base before suffix,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hen_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɛn/,,primary,,FALSE,,,,,,,regular,regular,Canonical spelling word-map workbook v1,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
her_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɜː/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hill_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɪl/,,primary,,FALSE,,,,,,,final ll after short vowel,final ll after short vowel,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
his_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɪz/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
history_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/hˈɪstəɹˌi/,,primary-unstressed-secondary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
home_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈəʊm/,,primary,,TRUE,,,,,,,split digraph o-e,split digraph o-e,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
honest_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɒnɪst/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
honey_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈʌni/,,primary-unstressed,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
honour_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/ˈɒnɐ/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hop_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɒp/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hopped_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɒpt/,,primary,,FALSE,,,hop + ed,hop + ed,Double the final consonant before -ed in a short-vowel CVC base: hop -> hopped.,Double the final consonant before -ed in a short-vowel CVC base: hop -> hopped.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hope_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈəʊp/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
hoped_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈəʊpt/,,primary,,TRUE,,,hope + ed,hope + ed,Drop final e before adding -ed: hope -> hoped.,Drop final e before adding -ed: hope -> hoped.,past tense drop e,past tense drop e,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hoping_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈəʊpɪŋ/,,primary-unstressed,,TRUE,,,hope + ing,hope + ing,Drop final e before adding -ing: hope -> hoping.,Drop final e before adding -ing: hope -> hoping.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hopeful_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈəʊpfəl/,,primary-unstressed,,TRUE,,,hope + ful,hope + ful,Base word hope is preserved before suffix -ful.,Base word hope is preserved before suffix -ful.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hopeless_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈəʊpləs/,,primary-unstressed,,TRUE,,,hope + less,hope + less,Base word hope is preserved before suffix -less.,Base word hope is preserved before suffix -less.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
horse_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɔːs/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hottest_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈɒtəst/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
hotter_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hˈɒtɐ/,,primary-unstressed,,TRUE,,,hot + er,hot + er,Double the final consonant before -er after a short vowel: hot -> hotter.,Double the final consonant before -er after a short vowel: hot -> hotter.,,,Katie Sanderson remaining blocker review,open-dict-data ipa-dict en_UK,medium,medium,approved_for_first_exposure,approved_for_first_exposure,FALSE
hot_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɒt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,low,medium,draft,approved_for_first_exposure,FALSE
hour_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/ˈaʊə/,,primary,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
house_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,HH AW1 S,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
huge_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hjˈuːdʒ/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
human_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,2,,/hjˈuːmən/,,primary-unstressed,,TRUE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
hurt_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,1,,/hˈɜːt/,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
i_d_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,AY1 D,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
i_m_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,AY1 M / AH0 M,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
i_ve_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,1,,AY1 V,,primary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
ice_cream_en_gb,cmudict_fallback,No exact British IPA row exists; CMUdict fallback is approved for this candidate pass.,,2,,AY1 S K R IY2 M,,primary-secondary,,FALSE,,,,,,,,,Domain 4 seed expansion artifact,CMU Pronouncing Dictionary,medium,low,in_review,approved_for_first_exposure,FALSE
illegal_en_gb,british_ipa,Exact British IPA row exists; British IPA is approved primary pronunciation source.,,3,,/ɪlˈiːɡəl/,,unstressed-primary-unstressed,,TRUE,,,,,,,negative prefix il,negative prefix il,Domain 4 seed expansion artifact,open-dict-data ipa-dict en_UK,medium,medium,in_review,approved_for_first_exposure,FALSE
