word_key,normalised_word,display_word,dialect_code,current_age_band,aoa_match_status,aoa_meaning_row_count,aoa_median_age,aoa_min_age,aoa_max_age,uk_match_status,uk_curriculum_age,age_source_status,recommended_age_number_unrounded,recommended_age_number,recommended_age_band,review_flags,recommendation_status,source_category,source_name,source_url,source_licence,source_use_note,review_status,review_notes,manual_fill_source_name,manual_fill_source_url_or_path,manual_fill_confidence,manual_fill_review_notes
fork_en_gb,fork,fork,en-GB,candidate_review,exact,3,10.5,6,14.5,exact,5,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: an eating tool; where road divides; to divide in two,,,,
form_en_gb,form,form,en-GB,candidate_review,exact,12,10.5,6,16.5,unmatched,,aoa_only,10.5,11,upper_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: to make, put together; shape or appearance; to make, give shape to; kind or variety; physical fitness",,,,
inform_en_gb,inform,inform,en-GB,candidate_review,exact,1,10.5,10.5,10.5,unmatched,,aoa_only,10.5,11,upper_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: tell,,,,
found_en_gb,found,found,en-GB,candidate_review,exact,2,9.5,8.5,10.5,exact,5,aoa_and_uk,7.25,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: did find; establish,,,,
four_en_gb,four,four,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: 4,,,,
friend_en_gb,friend,friend,en-GB,candidate_review,exact,3,10.5,6,18,exact,5,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: person one likes; a supporter; Quaker,,,,
frog_en_gb,frog,frog,en-GB,candidate_review,exact,3,8.5,6,16.5,unmatched,,aoa_only,8.5,9,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: water animal; a slight hoarseness; part of railroad track,,,,
fruit_en_gb,fruit,fruit,en-GB,candidate_review,exact,4,8.25,6,16.5,exact,7,aoa_and_uk,7.62,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: sweet or sour food; like apples, oranges, etc.; the eatable part of a plant; profit",,,,
fudge_en_gb,fudge,fudge,en-GB,candidate_review,exact,3,16.5,6,16.5,exact,6,aoa_and_uk,11.25,11,upper_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a chocolate candy; humbug; cheat a little,,,,
full_en_gb,full,full,en-GB,candidate_review,exact,3,16.5,6,16.5,exact,5,aoa_and_uk,10.75,11,upper_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: has all it can hold; loosely fitted; with much cloth,,,,
funny_en_gb,funny,funny,en-GB,candidate_review,exact,2,10.25,6,14.5,exact,5,aoa_and_uk,7.62,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: causes you to laugh; strange, odd",,,,
funnier_en_gb,funnier,funnier,en-GB,candidate_review,unmatched,0,,,,manual_estimate,6,manual_uk_curriculum_fill,6,6,early_primary,manual_uk_curriculum_age_fill|source_band:age_6_7,age_ready_with_review_flags,internal_authored,Katie Sanderson missing age evidence UK curriculum fill,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/missing_age_evidence_populated_uk_curriculum.xlsx,see source register rows,"Human-reviewed manual fill for words with no test-based AoA or UK age estimate match. Uses UK curriculum pattern placement and a project year-to-age mapping; candidate audit only, not active canonical_words.csv age truth.",in_review,Manual UK curriculum fill applied. Source band=age_6_7. Year 2 adding -er to words ending in y; estimated from funny -> funnier.,HeadStart Primary Spelling Overview Years 1-6 + UK year-to-age mapping,english-spellingoverview.pdf,medium,Year 2 adding -er to words ending in y; estimated from funny -> funnier.
funniest_en_gb,funniest,funniest,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: makes most jokes,,,,
future_en_gb,future,future,en-GB,candidate_review,exact,1,8.5,8.5,8.5,exact,7,aoa_and_uk,7.75,8,middle_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: yet to come,,,,
fuzz_en_gb,fuzz,fuzz,en-GB,candidate_review,exact,2,12.5,10.5,14.5,exact,5,aoa_and_uk,8.75,9,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: fluffy matter; the police,,,,
